id,sender_phone,is_business,spam_report_count,about_text,is_verified_biz,body,spoofed_sender,label
phish-6165,923048000000.0,0.0,119.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7096,923043000000.0,1.0,107.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9991,923090000000.0,0.0,178.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9258,923023000000.0,0.0,151.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3202,923063000000.0,1.0,95.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-5830,923037000000.0,1.0,182.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2615,923099000000.0,1.0,144.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-5555,923063000000.0,0.0,54.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9678,923054000000.0,0.0,161.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4828,923074000000.0,0.0,166.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-3515,923040000000.0,0.0,157.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2101,923010000000.0,0.0,196.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-8081,923026000000.0,1.0,56.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6985,923058000000.0,1.0,75.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3701,923041000000.0,0.0,102.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5846,923023000000.0,1.0,173.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-8568,923076000000.0,1.0,81.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4661,923061000000.0,1.0,186.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5099,923063000000.0,1.0,179.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7629,923059000000.0,0.0,140.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6955,923014000000.0,0.0,134.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4633,923035000000.0,0.0,88.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-5515,923076000000.0,1.0,162.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5323,923015000000.0,0.0,78.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-4668,923088000000.0,1.0,133.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2064,923085000000.0,1.0,52.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9141,923066000000.0,0.0,65.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-2693,923058000000.0,0.0,122.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2061,923085000000.0,0.0,51.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-4001,923059000000.0,0.0,99.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4699,923078000000.0,0.0,144.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9937,923049000000.0,1.0,148.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9621,923053000000.0,1.0,124.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7627,923018000000.0,0.0,136.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1615,923055000000.0,0.0,104.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-2447,923099000000.0,1.0,159.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3202,923067000000.0,0.0,73.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-1181,923019000000.0,0.0,63.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2015,923069000000.0,0.0,183.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-1305,923071000000.0,0.0,159.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-5097,923091000000.0,0.0,150.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4630,923026000000.0,0.0,172.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2668,923091000000.0,1.0,87.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6110,923042000000.0,1.0,121.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9106,923037000000.0,0.0,59.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2631,923085000000.0,0.0,133.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4729,923065000000.0,1.0,161.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4246,923030000000.0,0.0,66.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1343,923085000000.0,0.0,175.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4409,923073000000.0,1.0,66.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-5019,923040000000.0,0.0,74.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3426,923045000000.0,1.0,162.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1892,923071000000.0,1.0,73.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9509,923017000000.0,0.0,89.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9275,923086000000.0,1.0,74.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4089,923025000000.0,1.0,157.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9114,923052000000.0,1.0,153.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5952,923049000000.0,1.0,112.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-8606,923048000000.0,1.0,152.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4884,923024000000.0,0.0,76.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7384,923082000000.0,0.0,83.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2265,923038000000.0,0.0,70.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9534,923066000000.0,0.0,182.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6666,923100000000.0,0.0,75.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7205,923061000000.0,1.0,89.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6945,923021000000.0,0.0,138.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7469,923094000000.0,1.0,180.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-4643,923020000000.0,1.0,146.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2475,923069000000.0,1.0,62.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2821,923050000000.0,0.0,149.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2405,923091000000.0,0.0,187.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7404,923017000000.0,0.0,187.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5683,923055000000.0,1.0,104.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-5525,923055000000.0,0.0,73.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6024,923043000000.0,1.0,189.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-5106,923099000000.0,0.0,101.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3238,923064000000.0,0.0,175.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8255,923089000000.0,0.0,145.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-3819,923048000000.0,1.0,83.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9343,923020000000.0,1.0,99.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6249,923083000000.0,0.0,115.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-9940,923087000000.0,1.0,82.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9881,923021000000.0,1.0,137.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4851,923056000000.0,0.0,165.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1273,923098000000.0,1.0,102.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8459,923065000000.0,1.0,128.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-6610,923084000000.0,0.0,196.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9628,923083000000.0,1.0,164.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4418,923026000000.0,1.0,121.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1421,923021000000.0,1.0,173.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9650,923016000000.0,1.0,111.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-2732,923043000000.0,0.0,94.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1037,923082000000.0,0.0,85.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9406,923075000000.0,0.0,98.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9492,923028000000.0,1.0,186.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-4928,923019000000.0,0.0,156.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2563,923086000000.0,1.0,158.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6113,923030000000.0,0.0,61.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5149,923069000000.0,1.0,110.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7415,923086000000.0,0.0,100.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2169,923014000000.0,1.0,158.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4772,923058000000.0,1.0,160.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1511,923028000000.0,1.0,188.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-8471,923091000000.0,0.0,132.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2824,923028000000.0,1.0,181.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-3567,923037000000.0,0.0,80.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4765,923082000000.0,0.0,195.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-5472,923062000000.0,0.0,182.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6230,923075000000.0,1.0,179.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2673,923066000000.0,0.0,154.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-5783,923070000000.0,1.0,114.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-4157,923028000000.0,1.0,129.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4182,923075000000.0,0.0,94.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9462,923077000000.0,0.0,162.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-1352,923046000000.0,1.0,153.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7343,923085000000.0,1.0,160.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9003,923065000000.0,1.0,125.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1616,923091000000.0,0.0,93.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7765,923098000000.0,0.0,159.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-9167,923014000000.0,1.0,147.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9828,923038000000.0,0.0,170.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3402,923013000000.0,0.0,57.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-1339,923039000000.0,0.0,91.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3501,923059000000.0,1.0,54.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-1408,923084000000.0,0.0,55.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-3408,923080000000.0,1.0,104.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9437,923011000000.0,1.0,58.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9480,923016000000.0,1.0,179.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7862,923028000000.0,0.0,59.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6337,923069000000.0,0.0,141.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-6834,923072000000.0,0.0,129.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7349,923015000000.0,0.0,150.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2888,923091000000.0,1.0,63.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9018,923061000000.0,1.0,99.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3091,923056000000.0,1.0,172.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-7201,923061000000.0,0.0,50.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9396,923047000000.0,0.0,165.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-2945,923016000000.0,0.0,172.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-2676,923041000000.0,0.0,77.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9478,923062000000.0,1.0,127.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-3300,923058000000.0,0.0,130.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1633,923042000000.0,0.0,85.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4212,923042000000.0,0.0,79.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-4751,923052000000.0,0.0,179.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-2535,923036000000.0,0.0,52.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-6752,923070000000.0,1.0,150.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1523,923056000000.0,0.0,92.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-7433,923099000000.0,0.0,142.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7301,923031000000.0,0.0,75.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-1000,923015000000.0,0.0,177.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-7502,923025000000.0,1.0,178.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3248,923069000000.0,0.0,165.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6493,923058000000.0,0.0,117.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-1080,923068000000.0,1.0,57.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-3987,923085000000.0,1.0,129.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6395,923095000000.0,0.0,131.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-9921,923085000000.0,1.0,126.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8407,923084000000.0,0.0,74.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-5294,923048000000.0,1.0,180.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-9252,923075000000.0,1.0,121.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-6106,923046000000.0,1.0,118.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9210,923032000000.0,0.0,200.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9164,923023000000.0,1.0,80.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-9021,923077000000.0,1.0,95.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-6184,923052000000.0,0.0,191.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-8292,923041000000.0,0.0,101.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-7328,923044000000.0,1.0,189.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-2288,923076000000.0,0.0,125.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8830,923082000000.0,1.0,75.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
phish-4652,923046000000.0,1.0,168.0,Courier Service,0.0,Urgent: Your parcel is held at customs. Pay duty: http://parcel-track.xyz,security-alert@gateway.com,phishing
phish-7833,923090000000.0,0.0,191.0,Subscription Alert,0.0,Your subscription will expire today. Renew here: http://bit.ly/secure-renew,security-alert@gateway.com,phishing
phish-8270,923026000000.0,1.0,83.0,Govt Grant,0.0,"Claim your Govt. relief fund of Rs.25,000 now: http://relief-gov.pk",security-alert@gateway.com,phishing
phish-8113,923059000000.0,1.0,156.0,Utility Bill,0.0,"Your electricity bill is unpaid, account will be disconnected. Pay: http://wapda-bill.com",security-alert@gateway.com,phishing
phish-8728,923070000000.0,0.0,114.0,Security Alert,0.0,Suspicious login attempt from Brazil. Secure your account: http://login-verify.com,security-alert@gateway.com,phishing
